,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,preprocessed_name,centroid_x_epsg_102005,centroid_y_epsg_102005,centroid_long,centroid_lat,geometry,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,_merge
5097,22541401,UNIVERSITY OF HOUSTON-CLEAR LAKE - ALIEF,7555 HOWELL SUGAR LAND ROAD,HOUSTON,TX,77083,NOT AVAILABLE,(281) 283-7600,1,A,-999.0,HARRIS,48201,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://prtl.uhcl.edu/distance-education/locations/alief,2018-02-19,IMAGERY/OTHER,2018-02-19,http://prtl.uhcl.edu/distance-education/locations/alief,-999.0,-999.0,NOT AVAILABLE,universityhoustonclearlakealief,35859.459506719315,-1032187.6683596275,-95.63210762094876,29.69445299705149,"POLYGON ((36103.8799641818 -1032419.264238279, 35647.51790549283 -1032442.206192688, 35663.95716849289 -1031914.622021453, 35949.65408571571 -1031906.08624643, 36083.2416669911 -1032134.488130302, 36103.8799641818 -1032419.264238279))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5098,22541403,UNIVERSITY OF HOUSTON-CLEAR LAKE - PEARLAND CAMPUS,1200 PEARLAND PARKWAY,PEARLAND,TX,77581,NOT AVAILABLE,(281) 283-2500,1,A,-999.0,BRAZORIA,48039,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://prtl.uhcl.edu/distance-education/locations/pearland-campus,2018-02-19,IMAGERY/OTHER,2018-02-19,http://prtl.uhcl.edu/distance-education/locations/pearland-campus,-999.0,-999.0,NOT AVAILABLE,universityhoustonclearlakepearlandcampus,71353.02716009895,-1043856.3186457232,-95.2689359908014,29.58725680505613,"POLYGON ((71488.64336884089 -1043980.954735377, 71229.847456811 -1044030.506629621, 71182.89487214744 -1043735.469999242, 71520.77588719076 -1043702.164864079, 71488.64336884089 -1043980.954735377))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5099,22542301,HOUSTON COMMUNITY COLLEGE - COLEMAN COLLEGE,1900 PRESSLER STREET,HOUSTON,TX,77030,NOT AVAILABLE,NOT AVAILABLE,1,A,3857.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://coleman.hccs.edu/portal/site/coleman/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://coleman.hccs.edu/portal/site/coleman/,3857.0,-999.0,NOT AVAILABLE,houstoncommunitycollegecolemancollege,57965.17397417474,-1031014.2601297192,-95.40524262688334,29.703986222605415,"POLYGON ((58022.34909405943 -1031169.156872856, 57908.84097198857 -1031206.692134378, 57835.44512003812 -1030993.522155613, 57957.50678298371 -1030827.74338457, 58073.87228664308 -1030908.882039402, 58106.10910221872 -1031051.103281676, 58001.84770952672 -1031066.027556903, 58022.34909405943 -1031169.156872856))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5100,22542302,HOUSTON COMMUNITY COLLEGE - NORTHEAST COLLEGE,555 COMMUNITY COLLEGE DRIVE,HOUSTON,TX,77013,NOT AVAILABLE,NOT AVAILABLE,1,A,13923.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://northeast.hccs.edu/portal/site/northeast/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://northeast.hccs.edu/portal/site/northeast/,13923.0,-999.0,NOT AVAILABLE,houstoncommunitycollegenortheastcollege,72455.10050758091,-1022376.5063345797,-95.25584878258033,29.7809487460949,"POLYGON ((72798.47868149819 -1022402.637460174, 72536.25455502415 -1022748.738365917, 72130.29665641121 -1022745.714946823, 72104.596640278 -1022091.776576734, 72869.80850114489 -1022060.207449468, 72886.67889260674 -1022309.067144209, 72798.47868149819 -1022402.637460174))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5101,22542303,HOUSTON COMMUNITY COLLEGE - NORTHWEST,1550 FOXLAKE DRIVE,HOUSTON,TX,77084,NOT AVAILABLE,NOT AVAILABLE,1,A,17671.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://northwest.hccs.edu/portal/site/northwest/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://northwest.hccs.edu/portal/site/northwest/,17671.0,-999.0,NOT AVAILABLE,houstoncommunitycollegenorthwest,27838.799327664507,-1021623.2195353147,-95.7140545553414,29.790017292783972,"POLYGON ((27925.21409688341 -1021700.934988518, 27844.61642565432 -1021706.990774458, 27824.17300108315 -1021688.591547537, 27819.4704203201 -1021666.450258053, 27796.70726740631 -1021647.003168596, 27779.05046245404 -1021630.705133615, 27764.12575972369 -1021599.100420623, 27763.9459590292 -1021541.600851678, 27872.84645443614 -1021549.172632344, 27869.89315861558 -1021641.498607936, 27921.33337958886 -1021645.557191266, 27925.21409688341 -1021700.934988518))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5102,22542304,HOUSTON COMMUNITY COLLEGE - SOUTHEAST,6815 RUSTIC AVENUE,HOUSTON,TX,77087,NOT AVAILABLE,NOT AVAILABLE,1,A,15698.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://southeast.hccs.edu/portal/site/southeast/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://southeast.hccs.edu/portal/site/southeast/,15698.0,-999.0,NOT AVAILABLE,houstoncommunitycollegesoutheast,68454.53117320803,-1030852.3492376473,-95.29760582995401,29.704773821856808,"POLYGON ((68500.83179011065 -1030794.594381055, 68509.02698343726 -1030910.060323167, 68404.65299457016 -1030908.094799167, 68403.08029557981 -1030794.160417335, 68500.83179011065 -1030794.594381055))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5103,22542305,HOUSTON COMMUNITY COLLEGE - SOUTHWEST,5407 GULFTON,HOUSTON,TX,77081,NOT AVAILABLE,NOT AVAILABLE,1,A,26391.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://southwest.hccs.edu/portal/site/southwest/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://southwest.hccs.edu/portal/site/southwest/,26391.0,-999.0,NOT AVAILABLE,houstoncommunitycollegesouthwest,51198.36353800224,-1029710.5307359833,-95.47459601950273,29.716122410499658,"POLYGON ((51217.26629330784 -1029754.851114894, 51177.61740910554 -1029755.079564203, 51179.18485089154 -1029664.863974324, 51219.89727029251 -1029668.190204336, 51217.26629330784 -1029754.851114894))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5104,22550201,UNIVERSITY OF HOUSTON-VICTORIA - KATY CAMPUS,"2002 W. GRAND PARKWAY N., BUILDING 2",KATY,TX,77449,NOT AVAILABLE,(361) 570-4848,1,A,-999.0,HARRIS,48201,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.uhv.edu/katy/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.uhv.edu/katy/,-999.0,-999.0,NOT AVAILABLE,universityhoustonvictoriakatycampus,22044.10209963938,-1020066.2870537719,-95.77353562307373,29.8042095933602,"POLYGON ((22122.89094482627 -1020131.675159082, 21949.64376783555 -1020132.105167434, 21954.09339059049 -1020058.240870746, 22070.60544231495 -1019969.328004721, 22111.41086169838 -1019986.107283668, 22122.89094482627 -1020131.675159082))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5105,22551101,UNIVERSITY OF HOUSTON - NORTHWEST CAMPUS,20515 STATE HIGHWAY 249,HOUSTON,TX,77070,NOT AVAILABLE,(832) 842-5700,1,A,-999.0,HARRIS,48201,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://eto.uh.edu/northwest/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://eto.uh.edu/northwest/,-999.0,-999.0,NOT AVAILABLE,universityhoustonnorthwestcampus,40584.69562959559,-999063.3244692911,-95.58207279835842,29.993088341317176,"POLYGON ((40499.73835851046 -998951.0352891565, 40685.09112416542 -999059.9145397955, 40670.49691320558 -999102.1850761143, 40724.2689304829 -999137.8109231272, 40674.63974283618 -999199.2340525748, 40593.05255806432 -999144.7439220556, 40629.87791695361 -999112.9224706293, 40598.39498452563 -999100.4058432771, 40613.06705202626 -999075.0164012276, 40538.93327918812 -999033.1526088325, 40526.05167027584 -999045.8727092476, 40505.65058374356 -999031.1948206201, 40474.33207188082 -999054.5498694128, 40416.84534204697 -999014.7191599167, 40442.51227898028 -998968.1781719547, 40481.43674911546 -998991.212264347, 40499.73835851046 -998951.0352891565))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5106,22551103,UNIVERSITY OF HOUSTON - CINCO RANCH CAMPUS,4242 SOUTH MASON ROAD,KATY,TX,77450,NOT AVAILABLE,(832) 842-2800,1,A,-999.0,FORT BEND,48157,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.uh.edu/distance/locations/uhs-cinco-ranch/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.uh.edu/distance/locations/uhs-cinco-ranch/,-999.0,-999.0,NOT AVAILABLE,universityhoustoncincoranchcampus,23636.907879372906,-1028466.9267976662,-95.75740162247095,29.72838800508274,"POLYGON ((23751.32599800703 -1028438.603696615, 23757.05855174276 -1028469.0216885, 23765.5985498621 -1028509.652721627, 23764.78065567361 -1028509.996432763, 23765.43601866272 -1028513.473656684, 23698.73582556042 -1028538.972655643, 23653.37226879562 -1028467.544874647, 23652.83139845681 -1028466.800637161, 23651.34950491924 -1028464.944212814, 23641.24679712773 -1028478.351160347, 23624.25983187685 -1028502.414075677, 23618.77829971827 -1028510.64661246, 23618.32172516633 -1028510.825737577, 23612.44058499429 -1028519.156657245, 23540.17023450383 -1028542.559153464, 23524.07337971108 -1028417.052352856, 23525.89268765191 -1028416.754675223, 23525.39443465781 -1028412.964646764, 23622.03603890582 -1028400.839189283, 23654.07878301406 -1028410.402089465, 23679.60936389842 -1028414.080660691, 23728.22464693182 -1028432.369332199, 23751.32599800703 -1028438.603696615))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5107,22552001,HOWARD COLLEGE - LAMESA CAMPUS,1810 LUBBOCK HIGHWAY,LAMESA,TX,79331,NOT AVAILABLE,NOT AVAILABLE,1,A,103.0,DAWSON,48115,USA,611210,JUNIOR COLLEGES,http://www.howardcollege.edu/index.php?option=com_content&view=section&id=47&Itemid=496,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.howardcollege.edu/index.php?option=com_content&view=section&id=47&Itemid=496,103.0,-999.0,NOT AVAILABLE,howardcollegelamesacampus,-557635.6058289099,-675282.5393746088,-101.95188006448598,32.749976225535484,"POLYGON ((-557609.0396058884 -675259.577105823, -557633.1350581395 -675316.9738043614, -557663.6465352947 -675301.4930240555, -557635.3739257281 -675248.6006017001, -557609.0396058884 -675259.577105823))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5108,22552002,HOWARD COLLEGE - HOWARD COLLEGE SAN ANGELO CAMPUS,3501 N US HIGHWAY 67,SAN ANGELO,TX,76905,NOT AVAILABLE,NOT AVAILABLE,1,A,2887.0,TOM GREEN,48451,USA,611210,JUNIOR COLLEGES,http://www.howardcollege.edu/index.php?option=com_content&view=section&id=28&Itemid=497,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.howardcollege.edu/index.php?option=com_content&view=section&id=28&Itemid=497,2887.0,-999.0,NOT AVAILABLE,howardcollegehowardcollegesanangelocampus,-417667.2248342722,-823594.2183788394,-100.38463166265315,31.486083911669475,"POLYGON ((-417504.1416129702 -823571.0032712563, -417626.2074398818 -823748.9696096529, -417819.3945364474 -823649.8683780489, -417775.815358576 -823536.8028449515, -417698.8700695938 -823428.512170992, -417504.1416129702 -823571.0032712563))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5109,22601901,KILGORE COLLEGE - LONGVIEW CAMPUS,300 SOUTH HIGH STREET,LONGVIEW,TX,75601,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,GREGG,48183,USA,611210,JUNIOR COLLEGES,http://www.kilgore.edu/kc_longview.asp,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.kilgore.edu/kc_longview.asp,-999.0,-999.0,NOT AVAILABLE,kilgorecollegelongviewcampus,118302.8276670664,-721241.7120647755,-94.7423660959899,32.49232021644434,"MULTIPOLYGON (((118351.5836691264 -721323.6128243133, 118242.960994925 -721336.1942427101, 118193.0771369202 -721322.6312378715, 118246.0415432657 -721169.8972455428, 118388.976855082 -721210.6770246661, 118351.5836691264 -721323.6128243133)), ((118421.1287488301 -721107.3136940118, 118404.4798202606 -721166.1285465703, 118350.4806144835 -721146.2897595484, 118369.8155593423 -721087.4380641576, 118421.1287488301 -721107.3136940118)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5110,22613401,LAREDO COMMUNITY COLLEGE - SOUTH CAMPUS,5500 SOUTH ZAPATA HIGHWAY,LAREDO,TX,78046,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,WEBB,48479,USA,611210,JUNIOR COLLEGES,http://www.laredo.edu/cms/history.aspx,2018-02-20,IMAGERY/OTHER,2018-02-20,http://www.laredo.edu/cms/history.aspx,-999.0,-999.0,NOT AVAILABLE,laredocommunitycollegesouthcampus,-349020.1726562372,-1276150.7912552208,-99.48343811119923,27.433702027658416,"POLYGON ((-348625.1767900211 -1275975.850284309, -348678.8564595887 -1276401.890717185, -348798.0307615525 -1276382.98711028, -348890.7625712958 -1276351.58217764, -348974.1177216659 -1276314.623968054, -349034.8640635088 -1276305.548332373, -349221.5920272392 -1276295.878828614, -349455.7913610138 -1276289.455843972, -349446.2258746355 -1276119.260976973, -349424.5939013206 -1276072.804334337, -349384.2423211891 -1276016.08691328, -349359.5816253431 -1275950.325616251, -349318.1265440164 -1275964.576357215, -348625.1767900211 -1275975.850284309))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5111,22680602,MIDLAND COLLEGE - AVIATION MAINTENANCE TECHNOLOGY HANGAR,2405 WINDECKER STREET,MIDLAND,TX,79711,NOT AVAILABLE,(432) 685-4500,1,A,-999.0,MIDLAND,48329,USA,611210,JUNIOR COLLEGES,http://www.midland.edu/about_mc/off_campus_sites.php,2018-02-20,IMAGERY/OTHER,2018-02-20,http://www.midland.edu/about_mc/off_campus_sites.php,-999.0,-999.0,NOT AVAILABLE,midlandcollegeaviationmaintenancetechnologyhangar,-588193.3475203958,-763328.9207516054,-102.21312679244475,31.93940190355891,"POLYGON ((-588151.8082261661 -763336.9959709677, -588179.7013976433 -763374.8944521433, -588237.9598404942 -763324.6390506567, -588199.4558119221 -763281.911074476, -588151.8082261661 -763336.9959709677))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5112,22714602,NAVARRO COLLEGE - MIDLOTHIAN,899 MOUNT ZION ROAD,MIDLOTHIAN,TX,76065,NOT AVAILABLE,NOT AVAILABLE,1,A,999.0,ELLIS,48139,USA,611210,JUNIOR COLLEGES,http://www.navarrocollege.edu/locations-view.php?loc=Midlothian&id=3,2018-02-20,IMAGERY/OTHER,2018-02-20,http://www.navarrocollege.edu/locations-view.php?loc=Midlothian&id=3,999.0,-999.0,NOT AVAILABLE,navarrocollegemidlothian,-92559.72138630264,-724894.0999104539,-96.98358174755387,32.46223979553131,"POLYGON ((-92413.12517996755 -724996.4176260934, -92567.78203299394 -725009.2648473879, -92735.70322846777 -725006.1329540187, -92797.15118957443 -724993.5940128027, -92766.50254273061 -724851.4272290458, -92480.72975662861 -724723.8877356326, -92309.2736612673 -724918.3695557468, -92413.12517996755 -724996.4176260934))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5113,22714603,NAVARRO COLLEGE - WAXAHACHIE,1900 JOHN ARDEN DRIVE,WAXAHACHIE,TX,75165,NOT AVAILABLE,NOT AVAILABLE,1,A,3123.0,ELLIS,48139,USA,611210,JUNIOR COLLEGES,http://www.navarrocollege.edu/locations-view.php?loc=Waxahachie&id=4,2018-02-20,IMAGERY/OTHER,2018-02-20,http://www.navarrocollege.edu/locations-view.php?loc=Waxahachie&id=4,3123.0,-999.0,NOT AVAILABLE,navarrocollegewaxahachie,-80596.72995826358,-729731.7595472841,-96.85598374662622,32.41970573399017,"POLYGON ((-80476.28195061711 -729811.3268016299, -80558.85409698766 -730015.0594008848, -80794.68453399504 -729598.5530057901, -80730.41333015413 -729554.2978512784, -80454.26453341931 -729613.6232822592, -80438.01807097936 -729673.1484215815, -80476.28195061711 -729811.3268016299))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5114,22718201,LONE STAR COLLEGE SYSTEM - CYFAIR,9191 BARKER CYPRESS ROAD,CYPRESS,TX,77433,NOT AVAILABLE,NOT AVAILABLE,1,A,18107.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://lonestar.edu/cyfair.htm,2018-02-20,IMAGERY/OTHER,2018-02-20,http://lonestar.edu/cyfair.htm,18107.0,-999.0,NOT AVAILABLE,lonestarcollegesystemcyfair,29985.760583978128,-1008243.6916181854,-95.6915370603051,29.91065308200333,"POLYGON ((30011.7730069886 -1008525.574910953, 29770.14619438316 -1008554.085023473, 29743.3949355202 -1008509.334504003, 29617.2250683981 -1008478.104805793, 29591.46844874892 -1008384.553682346, 29587.7743586761 -1008317.305429087, 29715.98970048659 -1008269.398561917, 29712.38752901956 -1008229.845624625, 29742.43481211373 -1008223.150645767, 29728.21165312135 -1008120.329356545, 29738.62018749127 -1008120.294447028, 29718.63252648924 -1008022.767667711, 29757.7184658145 -1007952.73833028, 30313.9308133559 -1007935.027757406, 30316.59558985674 -1008037.88780444, 30311.1377545213 -1008132.862584359, 30277.92796798252 -1008229.250973512, 30264.21192589961 -1008276.775853925, 30293.43584668986 -1008367.675616004, 30295.99682474099 -1008440.202777031, 30295.02949231369 -1008495.597139958, 30011.7730069886 -1008525.574910953))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5115,22718202,LONE STAR COLLEGE SYSTEM - KINGWOOD,20000 KINGWOOD DRIVE,HOUSTON,TX,77365,NOT AVAILABLE,NOT AVAILABLE,1,A,10879.0,MONTGOMERY,48339,USA,611210,JUNIOR COLLEGES,http://lonestar.edu/kingwood.htm,2018-02-20,IMAGERY/OTHER,2018-02-20,http://lonestar.edu/kingwood.htm,10879.0,-999.0,NOT AVAILABLE,lonestarcollegesystemkingwood,71710.76664870838,-991995.5567184474,-95.26096451827905,30.055064314701568,"POLYGON ((71805.57161022598 -991729.0244449041, 72153.55075723336 -991789.5012397865, 72170.00982672138 -991967.418374438, 72128.44766539315 -992108.8794210928, 72121.03328777883 -992190.7115623364, 71730.21861453126 -992259.8327034399, 71557.21383925149 -992281.0167575394, 71447.61712269092 -992291.1345021499, 71404.36023984133 -992224.2198013072, 71318.65622144095 -992190.6195396187, 71309.76746863168 -992090.4549762447, 71278.33282672112 -992057.73573375, 71281.16540785386 -991836.1381097294, 71278.19788201244 -991754.3903197, 71662.66567308683 -991759.1986580197, 71805.57161022598 -991729.0244449041))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5116,22718203,LONE STAR COLLEGE SYSTEM - NORTH HARRIS,2700 W.W. THORNE DRIVE,HOUSTON,TX,77073,NOT AVAILABLE,NOT AVAILABLE,1,A,16356.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://lonestar.edu/northharris.htm,2018-02-20,IMAGERY/OTHER,2018-02-20,http://lonestar.edu/northharris.htm,16356.0,-999.0,NOT AVAILABLE,lonestarcollegesystemnorthharris,60065.45200509094,-997631.0637200275,-95.38136937969206,30.005009867232673,"POLYGON ((60568.8354441949 -997607.0335797308, 59815.74424442158 -998092.4705972971, 59622.58832090664 -997755.8935925091, 59548.93594018563 -997587.2386704442, 59820.53292009224 -997529.3181505181, 60306.52116050857 -997151.4996167902, 60568.8354441949 -997607.0335797308))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5117,22718204,LONE STAR COLLEGE SYSTEM - TOMBALL,30555 TOMBALL PARKWAY,TOMBALL,TX,77377,NOT AVAILABLE,NOT AVAILABLE,1,A,11344.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://lonestar.edu/tomball.htm,2018-02-20,IMAGERY/OTHER,2018-02-20,http://lonestar.edu/tomball.htm,11344.0,-999.0,NOT AVAILABLE,lonestarcollegesystemtomball,34490.91843334808,-986058.5261797804,-95.64430206163749,30.11063592601806,"POLYGON ((34653.75148854045 -985710.1745021845, 34778.21535640162 -986111.5616988128, 34722.38541819475 -986143.3280219864, 34657.60119555343 -986243.9228633838, 34722.47473668994 -986312.249956297, 34662.72761975951 -986374.4716217426, 34569.44065178108 -986415.7219138095, 34538.49360513117 -986333.802463406, 34385.90733764024 -986337.9066841232, 34247.24611973193 -986216.1211330848, 34197.72523828309 -986058.4328993765, 34251.44377704708 -985921.8095990451, 34205.03523612094 -985860.5730800069, 34288.6935902662 -985790.0040623205, 34325.46903556892 -985852.5113668146, 34653.75148854045 -985710.1745021845))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5118,22718205,LONE STAR COLLEGE SYSTEM - LONE STAR COLLEGE-UNIVERSITY PARK,20515 SH 249 (SH 249 AND LOUETTA ROAD),HOUSTON,TX,77070,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,http://lonestar.edu/universitypark.htm,2018-02-20,IMAGERY/OTHER,2018-02-20,http://lonestar.edu/universitypark.htm,-999.0,-999.0,NOT AVAILABLE,lonestarcollegesystemlonestarcollegeuniversitypark,40669.12729015972,-998974.5586855861,-95.58119915409713,29.99388559509915,"POLYGON ((40832.18191968422 -998660.0825679373, 41202.88411936007 -999125.2414734395, 40766.55284876313 -999210.3490243964, 40608.40450235676 -999240.0905875826, 40462.57832041538 -999185.3660639492, 40403.93898620451 -999247.6202107498, 40257.24033219273 -999254.8825721993, 40260.27286400498 -998905.3713849135, 40402.3986095034 -998909.9994496341, 40402.51289197287 -998681.8364636991, 40832.18191968422 -998660.0825679373))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5119,22719101,NORTH LAKE COLLEGE - WEST CAMPUS,1401 ROYAL LANE W,DFW AIRPORT,TX,75261,NOT AVAILABLE,(972) 860-7873,1,A,-999.0,DALLAS,48113,USA,611210,JUNIOR COLLEGES,http://www.northlakecollege.edu/west-campus/pages/default.aspx,2018-02-20,IMAGERY/OTHER,2018-02-20,http://www.northlakecollege.edu/west-campus/pages/default.aspx,-999.0,-999.0,NOT AVAILABLE,northlakecollegewestcampus,-95539.91368781224,-673580.557407507,-97.02135300367038,32.92462188067551,"POLYGON ((-95504.52078379558 -673635.802884133, -95578.45076960091 -673638.1418981629, -95570.01613177807 -673521.0622186352, -95505.91569605209 -673521.7799379855, -95504.52078379558 -673635.802884133))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
